Price,Lat,Lng,Type,Floors,Building,Rooms,Floor,Area
3400.0,56.291732999999994,43.985085,Resale,4,Brick,2,4,54.0
1800.0,56.270302,43.878345,Resale,9,Brick,1,1,35.0
1730.0,56.233293999999994,43.857073,Resale,5,Brick,1,5,32.0
1700.0,56.241468999999995,43.971383,Resale,5,Brick,1,1,30.5
3100.0,56.225708,43.948402,Resale,9,Brick,2,1,60.0
2600.0,56.34056500000001,43.875587,Resale,9,Panel,2,6,45.0
2050.0,56.233837,43.97961,Resale,3,Brick,1,2,27.4
2000.0,56.2375902075,43.825531222399995,New,9,Brick,1,2,30.0
3600.0,56.31763,44.05516,Resale,9,Brick,3,3,64.0
2050.0,56.307148,43.942627,Resale,4,Brick,1,2,32.0
3600.0,56.248016,43.82460800000001,Resale,5,Brick,3,2,77.0
2300.0,56.311776,43.881839,Resale,5,Brick,2,4,44.0
2600.0,56.291574,43.844883,Resale,9,Brick,2,9,48.0
1450.0,56.23939300000001,43.966919,Resale,5,Brick,1,3,19.0
2800.0,56.337042000000004,43.88395,Resale,5,Brick,2,1,60.0
6300.0,56.303731000000006,44.069551000000004,Resale,10,Brick,2,4,70.0
3150.0,56.277115,43.948566,Resale,9,Brick,3,4,62.5
3300.0,56.348886,43.840821999999996,Resale,2,Brick,3,2,69.8
2500.0,56.29231600000001,44.008709,Resale,5,Brick,3,2,43.0
2000.0,56.297893,44.030034,Resale,1,Block,2,1,48.0
1700.0,56.241468999999995,43.971383,Resale,5,Brick,1,1,30.5
1950.0,56.281760999999996,43.944775,Resale,9,Brick,2,9,38.0
2350.0,56.355872999999995,43.830727,Resale,4,Brick,3,3,43.6
1900.0,56.286697,43.984571,Resale,18,Brick,1,6,55.0
1800.0,56.243919999999996,43.841846000000004,Resale,5,Brick,1,5,30.0
11592.0,56.311721,44.025094,New,17,Brick,5,4,150.0
5922.15,56.348926,43.872712,New,17,Brick,3,11,91.11
5350.0,56.28970500000001,44.075435,Resale,17,Brick,2,12,72.0
7669.2,56.311721,44.025094,New,17,Brick,3,5,99.6
7308.0,56.348926,43.872712,Resale,17,Brick,4,9,105.0
3360.0,56.311232,43.994748,Resale,4,Brick,2,3,38.0
12950.0,56.314013,44.019596,Resale,5,Brick,3,5,113.5
6760.6,56.311721,44.025094,New,17,Brick,4,4,87.8
2570.0,56.333275,43.932244,Resale,9,Brick,2,6,45.0
1400.0,56.281760999999996,43.944775,Resale,2,Brick,1,1,19.0
2240.0,56.218086,43.860440999999994,Resale,17,Brick,1,14,33.0
3600.0,56.25824300000001,43.849751,Resale,9,Brick,3,6,69.0
6500.0,56.322674,44.03177,Resale,10,Brick,1,6,52.0
2300.0,56.363593,43.808815,Resale,9,Panel,3,4,50.0
2200.0,56.26604200000001,43.864779999999996,Resale,9,Panel,2,3,40.0
2140.0,56.26564200000001,43.89879000000001,Resale,10,Brick,1,4,40.0
1950.0,56.293321999999996,44.024546,Resale,9,Brick,1,1,30.0
1150.0,56.150895,44.183565,Resale,5,Brick,1,3,21.4
1850.0,56.259218000000004,43.864779999999996,Resale,5,Brick,1,2,32.0
2000.0,56.2156562871,44.0215121296,New,3,Panel,1,3,31.0
1700.0,56.32853000000001,43.95612,Resale,5,Brick,2,5,38.0
2509.0,56.289703,44.075435999999996,Resale,9,Brick,2,9,52.9
4200.0,56.326797,43.990113,Resale,14,Brick,2,3,52.3
4750.0,56.313889,43.995,Resale,16,Brick,1,8,60.4
2000.0,56.2996114124,43.9356580857,Resale,9,Panel,2,5,48.0
1700.0,56.304465,43.844676,Resale,9,Brick,1,5,35.7
1600.0,56.311645999999996,43.886115000000004,Resale,9,Brick,1,2,30.5
2900.0,56.324463,44.001888,Resale,9,Brick,2,9,44.9
6100.0,56.305329,44.07848900000001,Resale,9,Brick,3,8,89.0
1900.0,56.311611,43.818005,Resale,5,Brick,1,5,32.8
4243.2,56.345988,43.87158,New,17,Brick,2,12,62.4
2149.0,56.316454,43.872883,Resale,5,Brick,2,1,44.0
7984.0,56.345988,43.87158,New,17,Brick,3,6,115.0
11286.0,56.313139,44.014395,New,17,Brick,5,6,146.0
3600.0,56.317228,44.009652,Resale,12,Brick,1,11,41.0
4700.0,56.286588,44.067566,Resale,10,Brick,3,3,70.0
9500.0,56.303866000000006,44.073109,Resale,6,Brick,3,3,93.0
13500.0,56.31900400000001,44.011913,Resale,5,Brick,4,3,148.0
7000.0,56.314742,43.987418,Resale,5,Brick,3,5,93.0
2000.0,56.263592,43.909103,Resale,5,Brick,2,3,43.6
7750.0,56.311801,43.986565,Resale,6,Brick,2,4,74.0
2729.0,56.289719999999996,44.075471,New,6,Brick,2,4,57.5
2450.0,56.26429200000001,43.898844,New,16,Brick,1,7,42.8
2500.0,56.313139,44.014395,Resale,5,Brick,1,2,40.3
2650.0,56.233837,43.97961,Resale,5,Brick,3,5,43.0
3200.0,56.266921999999994,43.914143,Resale,5,Panel,3,3,62.0
3000.0,56.32716,43.984608,Resale,3,Brick,1,3,27.6
3300.0,56.3372635309,43.835214963,Resale,9,Brick,3,7,66.0
2800.0,56.356308,43.831192,Resale,5,Panel,4,2,60.0
1770.0,56.300914,43.853264,Resale,5,Brick,2,2,40.0
6250.0,56.283375,44.043983000000004,Resale,10,Brick,3,2,91.0
2250.0,56.34934000000001,43.872253,Resale,5,Brick,1,3,31.0
1900.0,56.294261,44.025857,Resale,4,Brick,1,2,27.0
1630.0,56.292454000000006,44.003445,Resale,5,Brick,1,1,29.0
3550.0,56.324463,44.001888,Resale,9,Brick,3,5,65.4
3100.0,56.30504000000001,43.991775,Resale,10,Brick,1,10,37.1
2400.0,56.284969,44.043949,Resale,9,Brick,1,7,43.0
5300.0,56.295865,44.07970200000001,Resale,10,Panel,3,1,78.0
2050.0,56.228426,43.867457,Resale,10,Panel,1,2,33.0
3430.0,56.262802,43.97786,Resale,9,Panel,3,6,58.0
1500.0,56.233379000000006,43.828398,Resale,9,Brick,1,2,22.0
7600.0,56.242863,43.858719,Resale,5,Brick,2,5,112.0
3300.0,56.25110600000001,43.866486,Resale,5,Brick,2,1,56.0
1500.0,55.38564,41.806470000000004,Resale,2,Brick,2,1,43.0
2830.0,56.258853,43.846562,Resale,9,Brick,2,3,48.5
2850.0,56.258613000000004,43.848915999999996,Resale,9,Brick,2,3,50.0
2350.0,56.292880882,44.044702027,Resale,5,Brick,1,2,31.0
2350.0,56.223806999999994,43.953049,Resale,10,Monolithic,1,5,31.3
2400.0,56.330405000000006,43.841712,Resale,3,Brick,3,1,69.0
2200.0,56.283704,43.927932,Resale,5,Brick,1,5,30.8
3200.0,56.237246999999996,43.844485999999996,Resale,17,Brick,1,10,40.3
1900.0,56.286697,43.984571,Resale,18,Brick,1,6,55.0
3400.0,56.342009999999995,43.946365,Resale,17,Brick,1,16,43.0
3500.0,56.269484999999996,43.98114,Resale,14,Brick,1,5,35.0
2250.0,56.278507,43.93343,Resale,5,Brick,2,2,43.0
3300.0,56.3110790922,43.8182506763,Resale,5,Panel,3,1,66.0
3450.0,56.3219509036,43.931029805200005,New,12,Brick,2,2,56.0
2200.0,56.234515,43.842034999999996,Resale,15,Monolithic,1,12,35.0
1700.0,56.225803000000006,43.86622,Resale,5,Brick,1,5,30.0
2605.777,56.284969,44.043949,Resale,18,Panel,1,4,43.0
3300.0,56.348886,43.840821999999996,Resale,2,Brick,3,2,69.8
4250.0,56.3208,43.92556,Resale,10,Brick,3,1,72.8
3460.0,56.233837,43.97961,New,10,Brick,2,9,62.0
3000.0,56.223651000000004,43.868885999999996,Resale,9,Panel,2,4,46.5
2350.0,56.312718999999994,43.845431,Resale,10,Brick,1,8,36.0
4450.0,56.330943999999995,43.855725,Resale,5,Brick,3,3,76.0
3600.0,56.25824,43.849777,Resale,9,Brick,3,6,69.0
2600.0,56.293746999999996,44.002375,Resale,2,Brick,2,2,39.1
1600.0,56.328529,43.956121,Resale,5,Panel,1,5,38.0
1700.0,56.312717000000006,43.845432,Resale,2,Brick,1,1,32.0
3110.4,56.345988,43.87158,New,17,Brick,1,6,43.2
4990.0,56.287212,43.934984,Resale,8,Panel,3,2,70.0
4600.0,56.344062,43.943822999999995,Resale,9,Panel,2,4,60.0
3350.0,56.238237,43.860953,Resale,9,Panel,3,9,65.0
1750.0,56.265938,43.898117,Resale,10,Brick,1,9,42.7
1665.0,56.265938,43.898117,Resale,10,Brick,1,8,40.6
2600.0,56.244125,43.86732,Resale,5,Brick,3,3,55.0
2800.0,56.2827,44.08033,Resale,7,Brick,2,4,60.5
2600.0,56.2827,44.08033,Resale,7,Brick,2,4,53.0
2490.0,56.31395300000001,43.985613,Resale,3,Brick,1,2,36.2
3750.0,56.295975,44.067505,Resale,10,Brick,3,1,65.0
4200.0,56.3678,43.801888,Resale,9,Brick,4,8,95.8
2100.0,56.274715,43.983295,Resale,5,Brick,2,2,43.3
6500.0,56.255363,43.9701,Resale,4,Brick,2,4,80.0
7000.0,56.317112,44.027096,Resale,10,Brick,2,9,67.4
2550.0,56.34529499999999,43.85752,Resale,5,Brick,2,2,45.6
1600.0,56.342125,43.90978,Resale,10,Brick,1,2,17.1
3000.0,56.232240000000004,43.821842,Resale,9,Brick,2,1,46.0
4580.0,56.348923,43.872704,Resale,17,Brick,2,12,62.4
5100.0,56.348746999999996,43.85427,Resale,9,Brick,3,4,75.0
2190.0,56.334053000000004,43.849804,Resale,5,Brick,2,1,46.0
7700.0,56.32494000000001,44.032585,Resale,5,Brick,3,4,77.8
1700.0,56.229843,43.957207000000004,Resale,9,Brick,1,4,21.0
2850.0,56.23754,43.86895,Resale,9,Brick,2,3,44.0
2547.96,56.28839,44.07009,Resale,8,Brick,2,2,51.0
2300.0,56.263737,43.90161,Resale,9,Brick,2,6,45.0
3290.0,56.328842,43.9232,Resale,5,Brick,2,3,45.4
4030.475,56.265719999999995,44.02097,Resale,17,Brick,2,16,61.3
3300.0,56.216995,43.863459999999996,Resale,16,Brick,2,2,45.0
3600.0,56.24885,43.849247,Resale,4,Brick,2,2,60.0
3260.0,56.262558,43.908493,Resale,23,Brick,2,12,53.4
3231.0,56.262558,43.908493,Resale,23,Brick,2,2,57.5
5300.0,56.27358,43.97961,Resale,5,Brick,3,4,87.0
1980.0,56.36289,43.80888,Resale,9,Brick,2,9,42.0
2950.0,56.284466,44.073017,Resale,17,Brick,1,12,44.0
3600.0,56.327980000000004,43.960003,Resale,9,Brick,3,2,58.2
8600.0,56.322674,44.03177,Resale,10,Brick,2,4,74.0
2850.0,56.27972800000001,43.98723,Resale,5,Brick,2,3,43.0
2100.0,56.28216,43.914331,Resale,5,Brick,2,4,45.0
2900.0,56.27516899999999,43.94014,Resale,4,Brick,3,4,63.0
1380.0,56.326885,44.005984999999995,Resale,5,Brick,1,2,19.0
1600.0,56.354133,43.835747,Resale,5,Brick,1,1,30.5
1600.0,56.324463,44.001888,Resale,5,Brick,1,1,36.6
6800.0,56.341363,43.9404,Resale,17,Brick,3,2,87.0
1800.0,56.270302,43.878345,Resale,9,Brick,1,1,35.0
5282.39,56.311721,44.025094,New,17,Brick,2,16,70.41
3556.18,56.311721,44.025094,New,17,Brick,1,14,47.42
7200.0,56.326108,44.028058,Resale,5,Brick,3,2,78.8
5866.54,56.311721,44.025094,New,17,Brick,2,10,74.26
4100.0,56.319205000000004,44.000192,Resale,3,Brick,1,3,40.0
3600.0,56.324463,44.001888,Resale,10,Brick,1,3,32.0
1800.0,56.270302,43.878345,Resale,9,Brick,1,1,35.0
3000.0,56.335457,43.884857000000004,Resale,5,Brick,2,1,60.0
6760.6,56.311721,44.025094,New,17,Brick,3,4,87.8
2760.0,56.285208,44.046707,Resale,5,Brick,2,1,44.0
6760.6,56.311721,44.025094,New,17,Brick,4,5,87.8
2290.0,56.365781999999996,43.810226,Resale,14,Brick,1,12,43.4
5282.39,56.311721,44.025094,New,17,Brick,2,17,70.4
3556.18,56.311721,44.025094,New,17,Brick,1,14,47.42
2100.0,56.251022,43.859066,Resale,10,Brick,1,9,39.0
4720.0,56.311721,44.025094,New,17,Brick,2,15,63.7
7012.0,56.313139,44.014395,New,17,Brick,3,11,94.7
3665.0,56.313139,44.014395,New,17,Brick,1,5,49.5
4923.0,56.313139,44.014395,New,17,Brick,2,4,66.5
2100.0,56.277588,43.92812,Resale,5,Brick,1,5,30.0
2700.0,56.237602,43.85886,Resale,9,Brick,2,6,44.0
5500.0,56.338933,43.880914000000004,Resale,9,Panel,5,1,103.1
2600.0,56.325813000000004,43.952957,Resale,4,Brick,2,4,44.0
4100.0,56.285833,43.928056,Resale,10,Brick,3,3,64.0
3328.0,56.262558,43.908493,Resale,23,Brick,2,19,56.8
2500.0,56.316479,43.884293,Resale,5,Brick,2,3,45.1
3100.0,56.280421999999994,43.92990800000001,Resale,5,Brick,2,3,54.0
3700.0,56.36640500000001,43.822497,Resale,9,Panel,3,4,62.3
2100.0,56.242118999999995,43.970754,Resale,5,Brick,1,4,32.0
1790.0,56.291254,43.942269,Resale,9,Brick,1,8,37.0
3900.0,56.299451,44.067961,Resale,9,Brick,3,4,65.0
3100.0,56.270981000000006,43.982298,Resale,9,Brick,3,1,61.2
1800.0,56.270302,43.878345,Resale,9,Brick,1,1,35.0
3280.0,56.28205500000001,44.021332,Resale,12,Brick,2,9,42.0
1670.0,56.2297,43.86673,Resale,5,Brick,1,5,31.0
3350.0,56.328526000000004,43.936054,Resale,9,Brick,3,7,60.0
3500.0,56.3332,43.957848,Resale,10,Brick,1,7,39.0
1800.0,56.3208,43.92556,Resale,5,Brick,2,1,41.0
1800.0,56.270302,43.878345,Resale,9,Brick,1,1,35.0
3850.0,56.302567,44.077797,Resale,22,Brick,1,16,49.0
2100.0,56.36802700000001,43.818317,Resale,9,Brick,2,9,47.0
2500.0,56.3529,43.864222999999996,Resale,5,Brick,2,1,47.0
2200.0,56.267761,43.875370000000004,Resale,5,Brick,2,5,44.0
1650.0,56.218086,43.860440999999994,Resale,10,Brick,1,3,17.0
8300.0,56.30549,43.99568,Resale,10,Brick,3,3,95.0
1000.0,56.242805000000004,43.860485,Resale,5,Brick,1,2,32.4
2580.0,56.324474,43.984429999999996,Resale,5,Brick,1,4,32.0
4300.0,56.34839,43.933025,Resale,16,Brick,1,4,49.2
14000.0,56.323822,44.028605999999996,Resale,10,Brick,4,8,150.0
1350.0,56.307747,43.936832,Resale,2,Brick,1,2,34.0
2900.0,56.284824,44.073029999999996,Resale,17,Brick,1,11,43.6
4800.0,56.306368000000006,43.995701000000004,Resale,17,Brick,1,8,42.8
1800.0,56.306103,43.843014000000004,Resale,9,Brick,2,4,40.0
1750.0,56.316864,43.883086999999996,Resale,5,Brick,1,4,33.0
3210.0,56.262463000000004,43.892672999999995,New,16,Brick,1,5,49.4
5100.0,56.360367000000004,43.857189,Resale,6,Brick,3,5,77.8
3400.0,56.298772,43.945099,Resale,9,Brick,3,7,56.0
3150.0,56.341363,43.9404,Resale,17,Brick,1,17,40.8
3600.0,56.292182999999994,43.918374,Resale,9,Brick,3,8,64.0
3200.0,56.283665,43.941353,Resale,16,Brick,1,5,40.0
2700.0,56.262556999999994,43.908491999999995,Resale,12,Brick,1,5,43.0
2820.0,56.264062,44.019749,Resale,17,Monolithic,1,7,42.5
2300.0,56.29325,43.996178,Resale,2,Brick,1,1,27.1
2150.0,56.363856999999996,43.815616999999996,Resale,9,Brick,2,8,45.5
4000.0,56.303580000000004,44.067593,Resale,9,Brick,2,9,55.0
2200.0,56.341278,43.819083,Resale,4,Brick,2,2,41.0
2100.0,56.33074499999999,43.959373,Resale,5,Brick,2,5,30.0
1880.0,56.314312,43.897443,Resale,5,Brick,1,5,31.3
6000.0,56.280726,43.93907100000001,Resale,10,Brick,6,5,102.0
3644.0820000000003,56.267162,44.023531,New,19,Brick,2,16,56.7
3000.0,56.34876600000001,43.854261,Resale,9,Brick,2,7,44.0
2220.0,56.340854,43.909957,Resale,10,Brick,1,10,30.0
3100.0,56.287631999999995,43.985011,Resale,19,Brick,1,16,41.4
8500.0,56.327975,44.022641,Resale,5,Brick,4,5,93.0
3660.0,56.365781999999996,43.810226,New,14,Brick,2,5,71.22
3890.0,56.31804200000001,44.063155,New,22,Brick,1,8,40.5
3600.0,56.33427800000001,43.836717,Resale,9,Brick,3,7,63.0
2650.0,56.28338000000001,43.930205,Resale,5,Brick,2,2,44.0
2100.0,56.289809999999996,43.856992,Resale,9,Brick,1,6,37.0
4100.0,56.37240799999999,43.823853,Resale,19,Brick,1,8,50.0
3110.4,56.345988,43.87158,New,17,Brick,1,4,43.2
5474.66,56.311721,44.025094,Resale,17,Brick,2,8,74.0
9360.0,56.313139,44.014395,New,17,Brick,3,6,120.0
5282.39,56.311721,44.025094,Resale,17,Brick,2,16,70.4
7312.0,56.345988,43.87158,New,17,Brick,4,10,105.0
3907.8,56.311721,44.025094,New,17,Brick,1,3,50.1
8045.64,56.348926,43.872712,Resale,17,Brick,4,13,115.81
3925.51,56.311721,44.025094,New,17,Brick,1,10,49.69
3566.18,56.313139,44.014395,New,17,Brick,1,14,47.4
2200.0,56.312284999999996,43.880546,Resale,5,Brick,2,1,45.0
3481.0,56.233562,43.822388000000004,New,10,Brick,2,2,57.4
1800.0,56.3208,43.92556,Resale,5,Brick,2,1,41.0
3500.0,56.324943999999995,43.988459999999996,Resale,9,Brick,2,3,44.0
4200.0,56.28205500000001,44.021332,Resale,9,Brick,2,1,57.0
4200.0,56.266262,44.076656,Resale,10,Brick,1,5,64.0
3500.0,56.24426999999999,43.83502,Resale,17,Brick,1,12,40.3
5474.66,56.313139,44.014395,New,17,Brick,2,8,74.0
12246.0,56.311721,44.025094,New,17,Brick,4,16,156.0
6798.33,56.311721,44.025094,New,17,Brick,3,2,88.29
1800.0,56.334377,43.925076000000004,Resale,10,Brick,2,5,34.0
2350.0,56.3208,43.92556,Resale,10,Brick,1,2,45.0
2990.0,56.309054,44.023153,Resale,5,Brick,2,5,42.2
2900.0,56.243515,43.847676,Resale,7,Brick,2,7,68.5
2850.0,56.349475,43.851755,Resale,9,Brick,2,1,45.0
1450.0,56.228676,43.949867,Resale,9,Brick,1,1,21.0
2400.0,56.2311,43.82768,Resale,9,Brick,2,8,50.0
2457.35,56.233562,43.822388000000004,New,10,Brick,1,10,40.0
2480.95,56.233562,43.822388000000004,New,10,Brick,1,2,40.4
2050.0,56.270761,43.872946,Resale,9,Brick,1,2,28.0
2600.0,56.292772,44.044713,Resale,5,Brick,1,4,33.0
2500.0,56.370006999999994,43.82326,Resale,9,Brick,2,7,45.4
4500.0,56.342244068999996,43.9301899339,Resale,12,Panel,4,9,91.0
2300.0,56.297971999999994,43.93996,Resale,5,Panel,2,1,44.0
4470.0,56.337470999999994,43.936133,Resale,17,Brick,1,4,55.0
1690.0,56.313897999999995,43.994802,New,3,Monolithic,1,2,32.0
5300.0,56.302153000000004,44.0299,Resale,19,Brick,2,4,71.0
2750.0,56.287228000000006,44.06678400000001,Resale,10,Brick,1,10,35.4
2400.0,56.348172999999996,43.855204,Resale,9,Brick,1,1,34.0
3200.0,56.255362,43.970099,Resale,9,Panel,3,5,57.5
3300.0,56.270981000000006,43.982298,Resale,9,Panel,2,7,46.0
4200.0,56.3046985787,43.9970500847,Resale,18,Brick,1,8,45.0
1200.0,56.341273,43.877491,Resale,5,Brick,0,3,17.3
4500.0,56.294619999999995,43.98661,Resale,10,Brick,3,9,67.0
2800.0,56.283524,44.08876400000001,Resale,7,Brick,2,5,60.0
2100.0,56.35168,43.871742,Resale,9,Brick,1,3,35.0
2450.0,56.324463,44.001888,Resale,5,Brick,2,4,42.0
2800.0,56.293027,44.038056,Resale,5,Brick,2,4,43.0
2800.0,56.293027,44.038056,Resale,5,Brick,2,4,43.0
2960.0,56.347265,43.936259,Resale,19,Brick,1,1,52.0
2100.0,56.283979,44.051028,Resale,5,Brick,1,5,28.8
2000.0,56.336543000000006,43.839349,Resale,9,Brick,1,1,33.0
1700.0,56.281966000000004,43.935244,Resale,2,Brick,2,1,38.6
2750.0,56.270141,43.88855,Resale,9,Brick,2,6,58.6
3250.0,56.27160600000001,43.92704000000001,Resale,10,Brick,2,1,50.0
2729.0,56.28494300000001,44.07963,Resale,9,Brick,2,8,57.5
1900.0,56.286697,43.984571,Resale,18,Brick,1,6,55.0
2400.0,56.316339,44.023755,Resale,9,Brick,2,6,76.0
2300.0,56.361449,43.818688,Resale,9,Panel,2,9,49.5
4800.0,56.311510999999996,44.025282000000004,Resale,10,Brick,3,10,66.0
3641.65,56.233562,43.822388000000004,New,10,Brick,2,2,58.1
2700.0,56.308949,43.980007,Resale,5,Brick,1,3,30.5
2700.0,56.225768,43.85957,Resale,5,Panel,2,1,48.0
2850.0,56.32419599999999,43.993679,Resale,5,Brick,1,3,30.0
2300.0,56.33814,43.872712,Resale,9,Panel,2,1,43.0
4700.0,56.336089,43.941209,Resale,16,Brick,2,3,67.0
2000.0,56.264931999999995,43.977088,Resale,3,Brick,1,2,32.0
4120.0,56.307651,43.841496,Resale,9,Panel,3,3,80.0
1590.0,56.347878,43.906723,Resale,3,Brick,1,3,31.7
6500.0,56.315575,43.996015,Resale,9,Brick,3,4,78.0
2350.0,56.363583,43.82889,Resale,3,Brick,2,1,41.0
2500.0,56.262558,43.908493,Resale,10,Brick,2,7,51.0
1900.0,56.34992800000001,43.843993,Resale,2,Brick,2,2,46.0
1300.0,56.288123999999996,43.876995,Resale,2,Brick,2,1,45.2
3000.0,56.312717000000006,43.845432,Resale,5,Brick,1,5,42.0
2300.0,56.232278469099995,43.8316412567,Resale,5,Panel,2,5,42.0
942.3889999999999,56.072399,43.850012,New,3,Monolithic,0,1,22.1
2400.0,56.316339,44.023755,Resale,9,Brick,2,6,76.0
3100.0,56.313889,43.995,Resale,17,Brick,1,15,43.0
2350.0,56.285833,43.928056,Resale,5,Brick,2,5,45.0
3500.0,56.301559,43.94250200000001,New,14,Brick,1,5,45.0
1850.0,56.324463,44.001888,Resale,9,Brick,1,5,32.2
4650.0,56.326527,43.995719,Resale,10,Brick,2,2,49.0
2750.0,56.232038,43.942682,Resale,9,Brick,2,1,46.0
1500.0,56.380966,43.79564600000001,Resale,2,Brick,1,1,33.0
3300.0,56.32372700000001,43.877186,Resale,5,Brick,3,3,56.9
2100.0,56.334621999999996,43.9124,Resale,10,Monolithic,1,1,32.3
3200.0,56.279362,43.916892,Resale,5,Panel,3,4,59.7
3399.0,56.270716,43.915849,Resale,17,Monolithic,1,7,44.0
3600.0,56.31353299999999,44.008493,Resale,9,Brick,2,6,44.0
3300.0,56.301728000000004,43.881983,Resale,10,Brick,4,3,81.0
3800.0,56.307472,44.081122,New,22,Monolithic,1,16,49.0
2800.0,56.29955699999999,44.047756,Resale,5,Brick,3,3,45.0
3299.0,56.285923,44.044909999999994,Resale,17,Panel,1,14,44.0
2627.0,56.340773999999996,43.91602,Resale,10,Panel,1,8,44.0
11055.0,56.313139,44.014395,New,17,Brick,5,7,143.0
9204.0,56.313139,44.014395,New,17,Brick,3,8,118.0
7306.0,56.345988,43.87158,Resale,17,Brick,4,7,105.0
3370.0,56.348926,43.872712,Resale,17,Brick,1,12,43.2
3556.18,56.311721,44.025094,New,17,Brick,1,14,47.42
2850.0,56.348926,43.872712,Resale,18,Brick,1,2,43.0
3900.0,56.28114100000001,43.919990999999996,Resale,9,Brick,3,3,60.0
1580.0,56.365014,43.826431,Resale,2,Brick,2,1,47.4
5491.2,56.311721,44.025094,New,17,Brick,2,6,70.4
4256.8,56.348926,43.872712,New,17,Brick,2,8,62.6
7700.0,56.311721,44.025094,New,17,Brick,3,8,100.0
3892.2,56.311721,44.025094,New,17,Brick,1,4,49.9
3837.6,56.311721,44.025094,New,17,Brick,1,8,49.2
2900.0,56.310207,44.029575,Resale,4,Brick,2,3,42.0
2850.0,56.28970500000001,44.075435,Resale,5,Brick,1,4,36.0
2230.0,56.277818,43.921383,Resale,9,Brick,1,5,30.0
4600.0,56.309318999999995,44.027088,Resale,16,Monolithic,2,4,65.0
2060.0,56.362373,43.806946,Resale,9,Brick,1,9,32.5
2400.0,56.318070999999996,44.026863,Resale,9,Brick,0,6,22.0
3100.0,56.313472999999995,43.940212,Resale,9,Panel,2,5,45.0
2040.0,56.218078525200006,43.86617086840001,Resale,17,Monolithic,1,1,33.0
3270.0,56.324955,43.987382000000004,Resale,5,Panel,2,2,46.0
3060.0,56.318251000000004,44.044353,Resale,5,Brick,2,4,45.0
3600.0,56.322584,43.936187,Resale,9,Panel,3,9,62.0
9000.0,56.288123999999996,43.876995,Resale,10,Brick,5,9,200.0
3100.0,56.290624,43.991398,Resale,4,Brick,2,2,55.0
3637.0,56.263481999999996,44.021634999999996,Resale,19,Monolithic,2,17,53.6
3300.0,56.266262,44.076656,Resale,9,Brick,2,1,52.0
3250.0,56.22876700000001,43.877159000000006,Resale,9,Brick,3,2,66.0
3200.0,56.2827163639,43.9166814921,Resale,9,Brick,2,2,45.0
5300.0,56.242518999999994,43.857091,Resale,14,Brick,3,7,72.0
4200.0,56.32453100000001,43.930869,Resale,19,Block,3,2,66.4
1650.0,56.369327,43.820834999999995,Resale,2,Brick,2,2,46.0
3100.0,56.22784,43.945853,Resale,9,Panel,2,1,50.0
1450.0,56.313807999999995,43.941146,Resale,9,Brick,1,1,21.0
3220.0,56.25151700000001,43.86805,Resale,5,Brick,3,2,65.0
3750.0,56.367622,43.804162,Resale,9,Block,3,8,80.0
2950.0,56.324463,44.001888,Resale,9,Brick,2,5,50.0
2630.0,56.324463,44.001888,Resale,14,Brick,1,3,48.7
2950.0,56.299682999999995,44.04335800000001,Resale,5,Brick,2,4,44.0
3200.0,56.324463,44.001888,Resale,10,Brick,2,10,51.9
2570.0,56.324463,44.001888,Resale,5,Brick,2,4,45.0
3290.0,56.324463,44.001888,Resale,9,Brick,2,3,46.0
3000.0,56.324463,44.001888,Resale,9,Brick,2,8,41.0
2400.0,56.324463,44.001888,Resale,5,Brick,2,4,42.0
4366.0,56.324463,44.001888,Resale,14,Brick,3,6,85.6
3800.0,56.324463,44.001888,Resale,9,Brick,3,7,58.2
5100.0,56.324463,44.001888,Resale,9,Brick,2,7,58.0
2050.0,56.324463,44.001888,Resale,5,Brick,2,1,41.7
1550.0,56.324463,44.001888,Resale,3,Brick,2,1,39.0
3500.0,56.324463,44.001888,Resale,9,Brick,2,6,63.3
2150.0,56.324463,44.001888,Resale,5,Brick,1,5,31.9
2500.0,56.324463,44.001888,Resale,25,Brick,1,24,31.5
3650.0,56.324463,44.001888,Resale,9,Brick,4,4,94.0
2800.0,56.324463,44.001888,Resale,19,Brick,2,19,49.0
3500.0,56.324463,44.001888,Resale,6,Brick,2,3,46.9
3200.0,56.324463,44.001888,Resale,9,Brick,3,3,59.0
1450.0,56.324463,44.001888,Resale,3,Brick,2,1,36.0
3000.0,56.324463,44.001888,Resale,9,Brick,2,9,46.0
3000.0,56.324463,44.001888,Resale,17,Brick,2,11,52.0
2950.0,56.324463,44.001888,Resale,9,Brick,2,8,46.0
2750.0,56.324463,44.001888,Resale,9,Brick,2,1,46.0
3600.0,56.324463,44.001888,Resale,9,Brick,2,5,55.0
1800.0,56.324463,44.001888,Resale,5,Brick,2,1,41.6
1070.0,56.324463,44.001888,Resale,2,Brick,1,2,31.5
2300.0,56.324463,44.001888,Resale,5,Brick,1,1,51.0
3200.0,56.324463,44.001888,Resale,9,Brick,1,2,37.1
4800.0,56.324463,44.001888,Resale,3,Brick,2,2,51.0
2729.0,56.284824,44.073029999999996,Resale,9,Brick,2,3,57.5
4900.0,56.24166700000001,43.85888900000001,Resale,17,Brick,2,4,69.0
3550.0,56.286503,43.988236,Resale,18,Monolithic,1,12,42.0
3900.0,56.284464,44.073019,Resale,17,Monolithic,2,9,63.7
3200.0,56.233562,43.822388000000004,New,10,Brick,3,2,68.5
